text,label,prediction,category
"Many need furniture, linens and other basic necessities to begin lives on their own.",2.62,-0.10894242202531788,letters
"Name Address City, ST Zip",3.0,0.23438769863504028,letters
"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",3.2,0.29946562991209613,letters
Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:,3.2,0.15997000693080138,letters
"Dear ,",3.22,0.8817233166489865,letters
1. Release by the courts,3.0,0.02730146203026418,letters
2. Successful completion of all life skills tests,3.5,0.2623302469859249,letters
Do you remember the combination of elation and apprehension you felt when you first left home?,3.1,0.07564004772812323,letters
3. Positive termination of his or her Pleasant Run program,2.88,0.07990246545339785,letters
4. Possession of a high school diploma or GED,3.29,0.3218037747927595,letters
"Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds.",3.0,0.44709988121930133,letters
Then the task was to help children who lost parents in the Civil War.,3.0,-0.6078672182175768,letters
"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",2.6,-0.20898399135055373,letters
"Some come from families where, through therapy, there is hope for reunification.",3.3,0.47014386148284776,letters
"For others, ""families"" are the counselors are housemates at the group homes where they live.",3.2,0.279207343033901,letters
The biggest tragedy is that the problems don't go away; they only grow.,2.36,-0.7596239100866408,letters
"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",2.8,-0.13046946865321757,letters
In 1995 we will serve over 850 children and 340 families.,3.5,0.3970374750686871,letters
"In 1996, these figures will triple.",3.0,0.18991797785301812,letters
"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society.",3.63,1.144729664660769,letters
"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.",3.5,0.8564260897761073,letters
"November 27, 1995",3.0,-0.05846505659740702,letters
"Often it is a long, hard struggle, but the results are well worth it.",3.3,0.35922779145803674,letters
"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support.",2.7,0.3838092536164937,letters
"The Funding sources are shrinking, but the needs grow explosively.",2.71,-0.25896049439281293,letters
"Please ""help good kids get better"" by sending us a contribution today.",3.2,0.3322532050328484,letters
Your gift will give children and families hope for improved tomorrows.,3.2,1.2469590123264478,letters
"Sincerely,",3.0,1.1940234604649405,letters
Mary Roth,3.0,0.20488650629853777,letters
"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad.",2.1,-0.6681889578211083,letters
"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood.",2.4,-0.14081246721333873,letters
Dear Friend:,3.0,0.6914307884197473,letters
Real people!,3.62,0.2132097837906118,letters
There are thousands more.,2.9,0.389567752160978,letters
"Families are being torn apart, and too often, children are the victims.",1.9,-0.9316640240316882,letters
What kind of people benefit by your contribution to Pleasant Run Children's Homes?,3.1,0.7736320454085979,letters
"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;",2.29,-0.5693232174167016,letters
"Alice, sent to a group home to get help because of severe behavior disorders;",2.5,-0.31262259973061823,letters
"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.",3.33,0.12179607241276309,letters
Pleasant Run Children's Homes began serving children nearly 130 years ago.,3.1,0.5670500041789494,letters
"For some, it's a matter of weeks or months;",2.7,-0.03421647539262454,letters
"for others, it's years.",2.78,0.07453795430699803,letters
"They leave Pleasant Run, generally, ready and able to contribute to society.",3.4,0.9689430502402415,letters
We're proud of our children and all that they overcome.,4.0,1.0362173098525642,letters
"We are a not-for-profit, multi-service agency.",3.2,0.4084016934214556,letters
We wouldn't exist if the need weren't there.,3.0,-0.19970118473333917,letters
The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.,3.1,0.7368779276330604,letters
Please help us help them.,3.43,0.2029259723182918,letters
"Pleasant Run Children's Homes... ""where good kids get better.""",3.4,0.9726618607379324,letters
"Sincerely,",3.2,1.1940234604649405,letters
Mary Roth Tom Hirschauer,3.0,0.26505289081035727,letters
"June 26, 1995",3.0,0.027666993618215827,letters
"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",3.11,-0.6100037596756052,letters
"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help.",3.57,0.6880282942023159,letters
Dear Friend:,3.44,0.6914307884197473,letters
"We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children.",2.43,-0.36947558037244554,letters
This is not newsletter.,2.8,0.0967111399607796,letters
Yet few of us hear enough about kids who live through these adversities and do make the grade.,3.0,-0.1769685382307559,letters
The positive side.,3.7,0.9443258854763482,letters
These are special children.,3.4,0.5322990697399401,letters
It is a fund-raising appeal.,3.0,0.2608064549038397,letters
They come into a Pleasant Run program...,2.9,0.7262180063510517,letters
"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.",2.88,0.32950960663266454,letters
Your contribution will make a difference in a child's life.,3.44,0.6777128633275318,letters
It may help a family stay together.,3.3,0.5443335675157368,letters
It can certainly make happy holiday memories.,3.78,1.3136906936764565,letters
A gift to Pleasant Run means the children in our care will have presents to open.,3.55,1.0829009107422614,letters
"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on.",3.33,0.4678832861762048,letters
Your gift will go beyond the holiday season.,3.5,0.8644232445541487,letters
"It can help purchase clothing, school supplies, books and educational tools throughout the year.",3.29,0.5598173099395136,letters
Please take a few minutes to mail a donation to Pleasant run.,3.25,0.7197145043208388,letters
Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,3.4,0.5890001347488689,letters
We wish you and your family a new year full of joy and love.,4.3,1.345110028984459,letters
"Sincerely,",3.12,1.1940234604649405,letters
Dear Friends of Pleasant Run:,3.0,0.8081815083152636,letters
Mary Roth Executive Director,3.0,0.3058422837189195,letters
This is the time of year when we give thanks for the warmth and love that surrounds us.,4.0,1.2498866469875036,letters
And this time of year is an occasion to remember those not as fortunate as we are.,2.7,0.12135698134499656,letters
Pleasant Run cares for at-risk children and families.,3.2,0.5029291253405311,letters
"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center.",3.0,0.550686591500457,letters
"The holiday season is the time of year when we're all busy buying gifts, baking goodies, decorating our homes and making arrangements to be with family and friends.",3.3,0.586789598263744,letters
Many of the children are victims of abuse or live in unstable homes.,2.33,-0.7369673371574317,letters
"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for.",3.12,0.6185487652045429,letters
Many of the children have no homes; no memories of joy from past holidays.,2.12,-0.3388539701314854,letters
"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible.",2.4,-0.13349210158151034,letters
"If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222.",3.0,0.2914251142151347,letters
We would like to have families matched with sponsors non later than xxxx.,3.0,0.3918421276277221,letters
Thank you for considering this opportunity to make this a memorable holiday season for a family in need.,3.78,0.6619667371319747,letters
"Sincerely,",3.2,1.1940234604649405,letters
It's hard to believe that the holiday season is only two months away.,3.1,0.032789091155639084,letters
"Every year we seek companies, organizations and individuals to sponsor one or more of our families.",3.1,0.5657891813817105,letters
These families are participants in our community-based programs.,3.1,0.6296768902937026,letters
These programs focus on keeping the family together by providing counseling and other services to the entire family.,3.4,0.4702753964363431,letters
"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.",2.5,-0.5432282684854303,letters
We meet these needs immediately.,3.1,-0.06012188186155327,letters
"But, the holiday season is a particularly difficult time for these families.",2.25,-0.43862593494789825,letters
They do not have the resources necessary to purchase gifts or food for a holiday meal.,2.44,-0.47198449454257635,letters
We are asking you to consider sponsoring one of our families for this holiday season.,3.1,0.8066204618552222,letters
"At Pleasant Run, Inc. we are making plans and arrangements for our children and families.",3.1,0.7198326510441722,letters
It costs $225 to send one child to camp.,2.9,-0.21950258210027485,letters
"Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp without financial assistance, and that's why we need you!",3.1,0.06253278444661844,letters
Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.,3.11,0.4557127197603424,letters
"Yes, it's that time of the year -- the start of the Boys & Girls clubs of Indianapolis' Camp.",3.37,0.411731414645897,letters
"Consider sponsoring 1, 2, or 3 children.",3.22,0.5463318675167641,letters
"No matter the size of the donation, please know that your gift will be appreciated and make a difference.",3.6,0.7123799182671097,letters
"Sincerely,",3.0,1.1940234604649405,letters
Richard Dickinson,3.0,-0.008271410746225456,letters
You can make a difference in a child's life.,3.43,0.6775676048590261,letters
Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!,3.67,0.7078034762300555,letters
"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",3.0,0.24202908318272653,letters
"Six weeks of learning and exploring, sports, arts, and fellowship.",3.2,0.46696864306765407,letters
"A time for a youngster to enjoy the fun and benefits of residential camp living, dedicated staff and instruction, and a chance to make special friends.",3.14,0.746077507702143,letters
"I know you're committed to ensuring today's children have safe, healthy, and positive summer experiences.",3.6,0.9509814187477623,letters
That's why I want you to learn more about the Super Summer Safari Camp.,3.14,0.29171939380248313,letters
"At Super Summer Safari Camp, there are daily sports, nature, and arts activities.",3.29,0.5743517753931722,letters
"Dear Friend,",3.4,0.7820645485410971,letters
"In addition to the fun stuff, important life-skills such as self-esteem, leadership, and interpersonal cooperation are being developed.",3.1,0.7938009170601792,letters
"It's summertime, so it must be time for CAMP!",4.0,0.42163499816586414,letters
Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,3.2,0.4865280286432951,letters
We are counting on you now to help us get where we need to be tomorrow.,3.0,0.44175698940617936,letters
Would you please consider a gift of the same in 1999?,3.0,0.5553648990701113,letters
"Please, give generously.",2.83,0.7628344591550293,letters
The kids are depending on you.,3.1,0.22135792922784264,letters
"Respectfully,",3.0,0.878762559436533,letters
"James Campbell President of the Board Deputy Chief, Indianapolis Police Department",3.0,0.2351311701600276,letters
A United Way Agency,3.11,0.3166435579097961,letters
Please detach and return in the enclosed envelope.,3.0,-0.04466803094543711,letters
Youngsters often find themselves feeling alienated and alone.,2.45,-0.4867930333375126,letters
"February 26, 1999",3.0,0.010175149497559082,letters
That's where the Boys & Girls Clubs of Indianapolis come in.,3.11,0.3801068210437796,letters
We reach out to kids -- especially those from disadvantaged neighborhoods where the risks are highest.,3.3,-0.10079894244577361,letters
"We give them a chance to realize their own potential by giving them a place where they can develop a sense of competence, of usefulness, a sense of belonging and of influence.",3.44,0.6860618397797767,letters
"Dear ,",3.0,0.8817233166489865,letters
"Kids today face overwhelming pressures, everything from trouble at home to gangs and drugs.",2.2,-0.2766447762885606,letters
"Money for programs, for equipment, and for repairs and improvements to club facilities.",3.2,0.539092197510789,letters
Your contribution last year of helped us get where we are today.,3.9,0.6750758959827589,letters
"In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!",3.5,0.7694191858857713,letters
"The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors.",3.33,0.6371456904107048,letters
Join in this wonderful event and help Jameson Camp continue to provide the year-round support that gives kids a chance to create dreams.,3.4,0.892093395620894,letters
"Simply fill out the enclosed card, and we will see you at the Grill!",3.5,0.3047584190083665,letters
One of our volunteers will be contacting you soon.,3.14,0.7555475534866559,letters
Questions?,3.0,-0.08535821866575859,letters
"Call Pat Bray at 241-2661 or e-mail, jcfundrzr@aol.com",3.1,0.34592685637704,letters
"Come one, Come all to the Inaugural Jameson Grill",3.75,0.4215484172678979,letters
"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",3.2,0.24091950154537306,letters
A fund raiser dedicated to you and your family having fun!,3.9,0.7168437396323153,letters
!,3.33,0.19860908060582683,letters
"For this event, when you purchase a corporate picnic table, you will be able to bring 16 people.",3.3,0.2481655046905044,letters
The Grill will feature enough activities that you and your kids will have a tough time deciding what to do.,3.0,-0.18896414846382875,letters
"From basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek, you will have plenty to do to get you good and hungry.",3.4,0.46441657962207983,letters
"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",3.3,0.3764787047894616,letters
"Hungry, you bet!",3.0,0.12087888064427661,letters
"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",3.8,0.057803065286898825,letters
"This event is designed to be fun for campers, their families, friends of the camp, neighbors, staff, and anyone interested in finding out more about Jameson.",3.29,0.45836962527771113,letters
"In short, Fun for Everyone!",4.2,0.7227196018803406,letters
"The family-friendly event, September 20, 1997, will include a hog roast, activities for kids and adults, prizes for activities, and a small raffle.",3.12,0.2278891989798958,letters
This is where we need your help.,3.0,0.05182656589429424,letters
Can you help support this wonderful event by furnishing any type of products or services that can be used as prizes for our activities or as a raffle prize?,3.34,0.7168740941606139,letters
Jameson is a not-for-profit agency established in 1928 to serve the youth of central Indiana who have special needs.,3.25,0.13806347742265954,letters
Your contribution will help with funding so Jameson Camp can continue providing the year-round camping experience that gives kids a chance to create dreams.,3.4,0.6086581066875452,letters
Enclosed is a form you can complete and return to us in the postage-paid envelope.,3.1,0.29742050291561395,letters
"July 11, 1997",2.89,-0.035681179453313255,letters
"Or, you can fax us at 241-2760, or e-mail, icfundrzr@aol.com.",3.0,0.36940159585705956,letters
Your quick response will help us begin organizing our prizes.,3.22,0.4742066230279654,letters
"After we receive your commitment, we will contact you about picking up your contribution.",3.2,0.5789418134321375,letters
"If you have any questions, please call me at 241-2661.",3.12,0.1875123001316043,letters
We appreciate your support of our first event of this type.,3.62,0.7773941922614286,letters
"Sincerely,",2.8,1.1940234604649405,letters
Help Blaze The Trail -- 1997 Jameson Camp,3.1,0.11034559407961703,letters
Thank you for your last Annual Fund Gift!,3.9,0.8891733349088833,letters
