text,label,prediction,category
"sagde de andre prinsesser, og med armene om hinandens skuldre steg de i en lang række op af havet foran, hvor de vidste prinsens slot lå.",5.0,0.3016398375000285,fairytales
"Prægtige forgyldte kupler hævede sig over taget, og mellem søjlerne, som gik rundt om hele bygningen, stod marmorbilleder, der så ud, som levende.",6.666666666666667,0.46526276018132184,fairytales
"Midt i den største sal plaskede et stort springvand, strålerne stod højt op mod glaskuplen i loftet, hvorigennem solen skinnede på vandet og på de dejlige planter, der voksede i det store bassin.",7.0,0.5937197557214543,fairytales
"Nu vidste hun, hvor han boede, og der kom hun mangen aften og nat på vandet; hun svømmede meget nærmere land, end nogen af de andre havde vovet, ja hun gik helt op i den smalle kanal, under den prægtige marmoraltan, der kastede en lang skygge hen over vandet.",5.666666666666667,-0.09963691385538452,fairytales
"Her sad hun og så på den unge prins, der troede, han var ganske ene i det klare måneskin.",5.0,0.4488167569517407,fairytales
"Hun så ham mangen aften sejle med musik i sin prægtige båd, hvor flagene vajede; hun tittede frem mellem de grønne siv, og tog vinden i hendes lange sølvhvide slør og nogen så det, tænkte de, det var en svane, som løftede vingerne.",6.333333333333333,0.23675133514142893,fairytales
"Hun hørte mangen nat, når fiskerne lå med blus på søen, at de fortalte så meget godt om den unge prins, og det glædede hende, at hun havde frelst hans liv, da han halvdød drev om på bølgerne, og hun tænkte på, hvor fast hans hoved havde hvilet på hendes bryst, og hvor inderligt hun da kyssede ham; han vidste slet intet derom, kunne ikke engang drømme om hende.",5.666666666666667,0.06808635603767292,fairytales
"""Når menneskene ikke drukner,"" spurgte den lille havfrue, ""kan de da altid leve, dør de ikke, som vi hernede på havet?""",5.0,-0.4183945276287318,fairytales
"sagde den gamle, ""de må også dø, og deres levetid er endogså kortere end vor.",4.0,-0.8847321878770162,fairytales
"Vi kan blive tre hundrede år, men når vi så hører op at være til her, bliver vi kun skum på vandet, har ikke engang en grav hernede mellem vore kære.",4.0,-0.2676465224117894,fairytales
"Vi har ingen udødelig sjæl, vi får aldrig liv mere, vi er ligesom det grønne siv, er det engang skåret over, kan det ikke grønnes igen!",3.0,-0.3164914519809417,fairytales
"ligesom vi dykker op af havet og ser menneskenes lande, således dykker de op til ubekendte dejlige steder, dem vi aldrig får at se.""",6.0,0.24595884433957102,fairytales
"""Hvorfor fik vi ingen udødelig sjæl?""",4.333333333333333,-0.04250086578883846,fairytales
"sagde den lille havfrue bedrøvet, ""jeg ville give alle mine tre hundrede år, jeg har at leve i, for blot én dag at være et menneske og siden få del i den himmelske verden!""",3.666666666666667,0.11707391494352382,fairytales
"""Det må du ikke gå og tænke på!""",4.333333333333333,-0.08365653471174397,fairytales
"sagde den gamle, ""kun når et menneske fik dig så kær, at du var ham mere, end fader og moder; når han med hele sin tanke og kærlighed hang ved dig, og lod præsten lægge sin højre hånd i din med løfte om troskab her og i al evighed, da flød hans sjæl over i dit legeme og du fik også del i menneskenes lykke.",5.333333333333333,0.6253966016489554,fairytales
Han gav dig sjæl og beholdt dog sin egen.,6.0,0.5256597504179057,fairytales
Men det kan aldrig ske!,3.333333333333333,-0.2365223865393569,fairytales
"""Lad os være fornøjede,"" sagde den gamle, ""hoppe og springe vil vi i de tre hundrede år, vi har at leve i, det er såmænd en god tid nok, siden kan man des fornøjeligere hvile sig ud i sin grav.",7.0,0.14701796820361307,fairytales
"Flere hundrede kolossale muslingeskaller, rosenrøde og græsgrønne, stod i rækker på hver side med en blå brændende ild, som oplyste den hele sal og skinnede ud gennem væggene, så at søen der udenfor var ganske oplyst; man kunne se alle de utallige fisk, store og små, som svømmede hen imod glasmuren, på nogle skinnede skællene purpurrøde, på andre syntes de sølv og guld.",7.333333333333333,0.0988887465400973,fairytales
"Midt igennem salen flød en bred rindende strøm, og på denne dansede havmænd og havfruer til deres egen dejlige sang.",7.0,0.31627463350175067,fairytales
Så smukke stemmer har ikke menneskene på jorden.,7.666666666666667,0.21457900226625973,fairytales
"Nu gik den lille havfrue ud af sin have hen imod de brusende malstrømme, bag hvilke heksen boede.",4.333333333333333,-0.21851688901094082,fairytales
"Den vej havde hun aldrig før gået, der voksede ingen blomster, intet søgræs, kun den nøgne grå sandbund strakte sig hen imod malstrømmene, hvor vandet, som brusende møllehjul, hvirvlede rundt og rev alt, hvad de fik fat på, med sig ned i dybet; midt imellem disse knusende hvirvler måtte hun gå, for at komme ind på havheksens distrikt, og her var et langt stykke ikke anden vej, end over varmt boblende dynd, det kaldte heksen sin tørvemose.",3.666666666666667,-0.34839059915345943,fairytales
Bag ved lå hendes hus midt inde i en sælsom skov.,4.333333333333333,-0.1009505108671828,fairytales
"Hun så, hvor hver af dem havde noget, den havde grebet, hundrede små arme holdt det, som stærke jernbånd.",5.0,-0.14564334534947468,fairytales
"sagde havheksen, ""det er dumt gjort af dig!",3.666666666666667,-0.6200573952028989,fairytales
"alligevel skal du få din vilje, for den vil bringe dig i ulykke, min dejlige prinsesse.",3.666666666666667,-0.18713227278082648,fairytales
"I det samme lo heksen så højt og fælt, at skrubtudsen og snogene faldt ned på jorden og væltede sig der.",3.0,-0.6428670995756892,fairytales
"du beholder din svævende gang, ingen danserinde kan svæve som du, men hvert skridt du gør, er som om du trådte på en skarp kniv, så dit blod må flyde.",3.666666666666667,-0.25854167496691594,fairytales
"""Ja!""",6.0,0.8411786256907757,fairytales
"sagde den lille havfrue med bævende stemme, og tænkte på prinsen og på at vinde en udødelig sjæl.",5.333333333333333,0.11651642791437443,fairytales
"""Men husk på,"" sagde heksen, ""når du først har fået menneskelig skikkelse, da kan du aldrig mere blive en havfrue igen!",4.666666666666667,-0.25082947601290234,fairytales
"den første morgen efter at han er gift med en anden, da må dit hjerte briste, og du bliver skum på vandet.""",2.666666666666667,-0.44416446799586384,fairytales
"""Men mig må du også betale!""",4.666666666666667,-0.03729294168776799,fairytales
"""Men når du tager min stemme,"" sagde den lille havfrue, ""hvad beholder jeg da tilbage?""",5.0,-0.13320480872979107,fairytales
"ræk frem din lille tunge, så skærer jeg den af, i betaling, og du skal få den kraftige drik!""",3.666666666666667,-0.09761944285645588,fairytales
"""Det ske!""",5.333333333333333,0.26583204286776246,fairytales
"Hvert øjeblik kom heksen nye ting i kedlen, og da det ret kogte, var det, som når krokodillen græder.",3.666666666666667,-0.853850919678769,fairytales
"""Der har du den!""",5.333333333333333,0.4466152814341341,fairytales
"sagde heksen og skar tungen af den lille havfrue, som nu var stum, kunne hverken synge eller tale.",3.666666666666667,-0.9042544094430792,fairytales
"Således kom hun snart igennem skoven, mosen og de brusende malstrømme.",5.0,0.02969238765471888,fairytales
"Alle var henrykte derover, især prinsen, som kaldte hende sit lille hittebarn, og hun dansede mere og mere, skønt hver gang hendes fod rørte jorden, var det, som om hun trådte på skarpe knive.",4.666666666666667,0.2708287626495677,fairytales
"Dag for dag blev hun prinsen kærere, han holdt af hende, som man kan holde af et godt, kært barn, men at gøre hende til sin dronning, faldt ham slet ikke ind, og hans kone måtte hun blive, ellers fik hun ingen udødelig sjæl, men ville på hans bryllupsmorgen blive skum på søen.",3.666666666666667,0.11177211889061088,fairytales
"""Jo, du er mig kærest,"" sagde prinsen, ""thi du har det bedste hjerte af dem alle, du er mig mest hengiven, og du ligner en ung pige jeg engang så, men vistnok aldrig mere finder.",7.0,0.7886046746546005,fairytales
"- ""Ak, han ved ikke, at jeg har reddet hans liv!""",3.333333333333333,0.01898874849153194,fairytales
"tænkte den lille havfrue, ""jeg bar ham over søen hen til skoven, hvor templet står, jeg sad bag skummet og så efter, om ingen mennesker ville komme.",5.0,-0.0795153015531578,fairytales
"og havfruen sukkede dybt, græde kunne hun ikke.",3.0,-0.7595830756810829,fairytales
Men nu skal prinsen giftes og have nabokongens dejlige datter!,6.0,0.5840630506104566,fairytales
"Prinsen rejser for at se nabokongens lande, hedder det nok, men det er for at se nabokongens datter, et stort følge skal han have med; men den lille havfrue rystede med hovedet og lo; hun kendte prinsens tanker meget bedre, end alle de andre.",5.666666666666667,0.29036441739056174,fairytales
"hun ligner ikke den smukke pige i templet, som du ligner, skulle jeg engang vælge en brud, så blev det snarere dig, mit stumme hittebarn med de talende øjne!""",5.666666666666667,0.3333635250366089,fairytales
"og han kyssede hendes røde mund, legede med hendes lange hår og lagde sit hoved ved hendes hjerte, så det drømte om menneskelykke og en udødelig sjæl.",7.0,0.46442594680476573,fairytales
"""Du er dog ikke bange for havet, mit stumme barn!""",5.666666666666667,0.3621145741746342,fairytales
"sagde han, da de stod på det prægtige skib, som skulle føre ham til nabokongens lande; og han fortalte hende om storm og havblik, om sælsomme fisk i dybet og hvad dykkeren der havde set, og hun smilede ved hans fortælling, hun vidste jo bedre, end nogen anden, besked om havets bund.",6.0,0.26128138934063916,fairytales
"Da kom hendes søstre op over vandet, de stirrede sorrigfuldt på hende og vred deres hvide hænder, hun vinkede ad dem, smilede og ville fortælle, at alt gik hende godt og lykkeligt, men skibsdrengen nærmede sig hende og søstrene dykkede ned, så han blev i den tro, at det hvide, han havde set, var skum på søen.",4.666666666666667,0.3657412010433974,fairytales
Næste morgen sejlede skibet ind i havnen ved nabokongens prægtige stad.,5.666666666666667,0.14797193929239758,fairytales
Hver dag havde en fest.,6.666666666666667,0.23145090626847303,fairytales
"Den lille havfrue stod begærlig efter at se hendes skønhed, og hun måtte erkende den, en yndigere skikkelse havde hun aldrig set.",6.333333333333333,0.40224117436068674,fairytales
"sagde prinsen, ""dig, som har frelst mig, da jeg lå som et lig ved kysten!""",5.666666666666667,-0.1372057603099602,fairytales
"""Oh jeg er alt for lykkelig!""",8.0,0.8845878747782641,fairytales
"Du vil glæde dig ved min lykke, thi du holder mest af mig blandt dem alle!""",7.666666666666667,1.2193739962666963,fairytales
"Og den lille havfrue kyssede hans hånd, og hun syntes alt at føle sit hjerte briste.",3.666666666666667,-0.4927409443188566,fairytales
På alle altre brændte duftende olie i kostelige sølvlamper.,6.333333333333333,-0.1801171375304261,fairytales
"Den lille havfrue stod i silke og guld og holdt brudens slæb, men hendes øre hørte ikke den festlige musik, hendes øje så ikke den hellige ceremoni, hun tænkte på sin dødsnat, på alt hvad hun havde tabt i denne verden.",2.666666666666667,-0.2003295345013787,fairytales
"Endnu samme aften gik brud og brudgom ombord på skibet, kanonerne lød, alle flagene vajede, og midt på skibet var rejst et kosteligt telt af guld og purpur og med de dejligste hynder, der skulle brudeparret sove i den stille, kølige nat.",7.333333333333333,0.25133026389488144,fairytales
"Da det mørknedes, tændtes brogede lamper og søfolkene dansede lystige danse på dækket.",7.0,0.043448199498120586,fairytales
"Den lille havfrue måtte tænke på den første gang hun dykkede op af havet og så den samme pragt og glæde, og hun hvirvlede sig med i dansen, svævede, som svalen svæver når den forfølges, og alle tiljublede hende beundring, aldrig havde hun danset så herligt; det skar som skarpe knive i de fine fødder, men hun følte det ikke; det skar hende smerteligere i hjertet.",3.666666666666667,-0.08872582904671238,fairytales
"Det var den sidste nat, hun åndede den samme luft som han, så det dybe hav og den stjerneblå himmel, en evig nat uden tanke og drøm ventede hende, som ej havde sjæl, ej kunne vinde den.",2.333333333333333,-0.1885612494626681,fairytales
"Og alt var glæde og lystighed på skibet til langt over midnat, hun lo og dansede med dødstanken i sit hjerte.",5.333333333333333,0.2015064633844664,fairytales
"Prinsen kyssede sin dejlige brud, og hun legede med hans sorte hår, og arm i arm gik de til hvile i det prægtige telt.",7.666666666666667,0.46554742219519113,fairytales
ser du hvor skarp?,5.0,0.0764593887014888,fairytales
Skynd dig!,5.0,0.29441020829134124,fairytales
"Han eller du må dø, før sol står op!",2.666666666666667,-0.5952197639188247,fairytales
"Skynd dig, ser du den røde stribe på himlen?",5.0,0.259071874877211,fairytales
"Om nogle minutter stiger solen, og da må du dø!""",2.666666666666667,-0.3831916739860448,fairytales
"Den lille havfrue så, at hun havde et legeme som de, det hævede sig mere og mere op af skummet.",5.333333333333333,0.01727164051110426,fairytales
Af en fremmed magt afhænger hendes evige tilværelse.,4.0,0.1850878246618848,fairytales
Vi spreder blomsternes duft gennem luften og sender vederkvægelse og lægedom.,7.0,0.2804270262719891,fairytales
"Og den lille havfrue løftede sine klare arme op mod Guds sol, og for første gang følte hun tårer.",7.0,0.018186473041989188,fairytales
"""Om tre hundrede år svæver vi således ind i Guds rige!""",7.333333333333333,0.5212688669039804,fairytales
"Rundt om ager og eng var der store skove, og midt i skovene dybe søer; jo, der var rigtignok dejligt derude på landet!",8.0,0.6495408102645194,fairytales
"sagde det, alle æggeblommerne var blevet levende og stak hovedet ud.",5.333333333333333,-0.1745753853442489,fairytales
"""Rap!",5.0,0.2710983691895862,fairytales
"sagde hun, og så rappede de sig alt hvad de kunne, og så til alle sider under de grønne blade, og moderen lod dem se så meget de ville, for det grønne er godt for øjnene.",6.0,0.17937703372419872,fairytales
"sagde alle ungerne; thi de havde nu rigtignok ganske anderledes plads, end da de lå inde i ægget.",5.333333333333333,-0.1469004150643184,fairytales
"""Tror I, det er hele verden!""",5.0,0.5080426742743495,fairytales
"sagde moderen, ""den strækker sig langt på den anden side haven, lige ind i præstens mark!",5.0,0.22456886388434685,fairytales
men der har jeg aldrig været!,5.0,0.06493524464987704,fairytales
"– I er her dog vel alle sammen!""",5.0,0.5384576713329868,fairytales
det største æg ligger der endnu; hvor længe skal det vare!,4.0,0.222145611017538,fairytales
"sagde en gammel and, som kom for at gøre visit.",5.0,-0.010897647194922066,fairytales
men nu skal du se de andre!,5.0,0.13827420965351345,fairytales
"de ligner alle sammen deres fader, det skarn han kommer ikke og besøger mig.""",5.333333333333333,-0.16704489386783225,fairytales
"""Du kan tro, at det er et kalkunæg!",5.0,0.10037304854001054,fairytales
"således er jeg også blevet narret engang, og jeg havde min sorg og nød med de unger, for de er bange for vandet, skal jeg sige dig!",4.0,-0.6182435487283691,fairytales
"jo, det er et kalkunæg!",5.0,0.13981709017263716,fairytales
"sagde hun; ""ingen af de andre ser sådan ud!",4.666666666666667,-0.025962140107556972,fairytales
det skulle dog vel aldrig være en kalkunkylling!,5.0,-0.19534557867426125,fairytales
"nå, det skal vi snart komme efter!",5.0,0.17572291737589935,fairytales
"i vandet skal han, om jeg så selv må sparke ham ud!""",4.333333333333333,-0.5430016950283901,fairytales
"Næste dag var det et velsignet, dejligt vejr; solen skinnede på alle de grønne skræpper.",6.333333333333333,1.129380080550012,fairytales
"sagde hun og den ene ælling plumpede ud efter den anden; vandet slog dem over hovedet, men de kom straks op igen og flød så dejligt; benene gik af sig selv, og alle var de ude, selv den stygge, grå unge svømmede med.",5.666666666666667,-0.208862389892915,fairytales
"""Nej, det er ingen kalkun!""",5.666666666666667,-0.04222758332483922,fairytales
det er min egen unge!,6.666666666666667,0.26099743049480045,fairytales
"Der var en skrækkelig støj derinde, thi der var to familier, som sloges om et ålehoved, og så fik dog katten det.",4.0,-1.0279842095367302,fairytales
"sagde ællingemoderen, og slikkede sig om snablen, for hun ville også have ålehovedet.",5.0,-0.14652683922933404,fairytales
hun er den fornemste af dem alle her!,5.666666666666667,0.5180155646719768,fairytales
"hun er af spansk blod, derfor er hun svær, og ser I, hun har en rød klud om benet!",5.333333333333333,-0.1367145650501113,fairytales
– ikke ind til bens!,4.666666666666667,-0.009609846368906296,fairytales
se så!,5.0,0.3771142458633541,fairytales
"og fy, hvor den ene ælling ser ud!",3.666666666666667,0.287311673482731,fairytales
"""Lad ham være!""",4.0,-0.2485090087643677,fairytales
"""Ja, men han er for stor og for aparte!""",3.666666666666667,-0.04289673769270992,fairytales
"""Det går ikke, Deres nåde!""",4.333333333333333,-0.06345063003671574,fairytales
"sagde ællingemoderen, ""han er ikke køn, men han er et inderligt godt gemyt, og svømmer så dejligt, som nogen af de andre, ja, jeg tør sige lidt til!",5.666666666666667,0.426204305393541,fairytales
"jeg tænker han vokser sig køn, eller han med tiden bliver noget mindre!",5.666666666666667,0.27933080831684104,fairytales
og så pillede hun ham i nakken og glattede på personen.,4.666666666666667,-0.3953525043062314,fairytales
"""Han er desuden en andrik,"" sagde hun, ""og så gør det ikke så meget!",5.0,0.4958318151492102,fairytales
"jeg tror han får gode kræfter, han slår sig nok igennem!""",5.666666666666667,0.5442910111608948,fairytales
"sagde den gamle, ""lad nu, som I var hjemme, og finder I et ålehoved, så kan I bringe mig det!""",5.666666666666667,0.10338833831160567,fairytales
"Den stakkels ælling vidste hverken, hvor den turde stå eller gå, den var så bedrøvet, fordi den så så styg ud og var til spot for hele andegården.",2.333333333333333,-1.2490493808624727,fairytales
"Således gik det den første dag, og siden blev det værre og værre.",2.0,-1.1182358125646277,fairytales
"og moderen sagde: ""Gid du bare var langt borte!""",2.0,-0.31897375289608837,fairytales
"Her lå den hele natten, den var så træt og sorrigfuld.",2.666666666666667,-0.7522609580145796,fairytales
"""Du er inderlig styg!""",3.0,-0.537961256871935,fairytales
– Den stakkel!,4.333333333333333,-0.7910131984699593,fairytales
"Der lå han i hele to dage, så kom der to vildgæs eller rettere vildgasser, for de var to hanner; det var ikke mange tider siden de var kommet ud af ægget, og derfor var de så raske på det.",5.0,-0.264285593688624,fairytales
"""Hør kammerat!""",5.0,0.32769448839346677,fairytales
"sagde de, ""Du er så styg at jeg kan godt lide dig!",5.0,0.09684179806522146,fairytales
"tæt herved i en anden mose er der nogle søde velsignede vildgæs, alle sammen frøkner, der kan sige: rap!",5.333333333333333,0.5150358600265175,fairytales
"du er i stand til at gøre din lykke, så styg er du!""",6.666666666666667,0.020318012406865694,fairytales
"– –
""Pif!",4.666666666666667,0.38378023989995425,fairytales
"paf!""",5.0,0.35503913183417274,fairytales
"sukkede ællingen, ""jeg er så styg, at selv hunden ikke gider bide mig!""",4.333333333333333,-0.6000873995330765,fairytales
"Om morgnen mærkede man straks den fremmede ælling, og katten begyndte at spinde og hønen at klukke.",6.0,-0.2808909518858267,fairytales
"""Hvad for noget!""",5.0,0.047392581163388875,fairytales
"sagde konen, og så rundt omkring, men hun så ikke godt, og så troede hun, at ællingen var en fed and, der havde forvildet sig.",5.0,-0.5146331941761753,fairytales
"sagde hun, ""nu kan jeg få andeæg, er den bare ikke en andrik!",5.666666666666667,0.16189794130776236,fairytales
spurgte hun.,5.0,0.12984647204723826,fairytales
"""Ja, vil du så holde din mund!""",4.666666666666667,0.0902523822762055,fairytales
"Og ællingen sad i krogen og var i dårligt humør; da kom den til at tænke på den friske luft og solskinnet; den fik sådan en forunderlig lyst til at flyde på vandet, til sidst kunne den ikke lade være, den måtte sige det til hønen.",5.0,-0.35951761660044085,fairytales
"læg æg eller spind, så går de over.""",5.0,-0.1335303212856348,fairytales
"sagde hønen, ""du er nok blevet gal!",5.333333333333333,-0.5944561818174849,fairytales
"– Spørg selv vort herskab, den gamle kone, klogere end hende er der ingen i verden!",5.333333333333333,0.23586409289036328,fairytales
"Du vil dog vel aldrig være klogere end katten og konen, for ikke at nævne mig!",4.0,-0.1256755849636683,fairytales
"Er du ikke kommet i en varm stue og har en omgang, du kan lære noget af!",5.666666666666667,0.21606741229015144,fairytales
"men du er et vrøvl, og det er ikke morsomt at omgås dig!",4.0,-0.609415964418156,fairytales
mig kan du tro!,4.333333333333333,0.5092510900811159,fairytales
"jeg mener dig det godt, jeg siger dig ubehageligheder, og derpå skal man kende sine sande venner!",4.666666666666667,0.18253235992586847,fairytales
sagde hønen.,5.333333333333333,-0.1171291322058204,fairytales
"Og så gik ællingen; Den flød på vandet, den dykkede ned, men af alle dyr var den overset for sin grimhed.",4.333333333333333,-0.7375326666396662,fairytales
– det stakkels grimme dyr!,4.333333333333333,-0.9975654536202995,fairytales
"Tidlig om morgnen kom en bondemand, han så den, gik ud og slog med sin træsko isen i stykker og bar den så hjem til sin kone.",4.666666666666667,-0.3019992796142385,fairytales
"Børnene ville lege med den, men ællingen troede, at de ville gøre den fortræd, og fór, i forskrækkelse, lige op i mælkefadet, så at mælken skvulpede ud i stuen; konen skreg og slog hænderne i vejret, og da fløj den i truget, hvor smørret var, og så ned i meltønden og op igen; nå, hvor den kom til at se ud!",5.0,-0.5670283049023728,fairytales
"Men det ville blive alt for bedrøveligt at fortælle al den nød og elendighed, den måtte prøve i den hårde vinter – – den lå i mosen mellem rørene, da solen igen begyndte at skinne varmt; lærkerne sang – det var dejligt forår.",5.666666666666667,-0.12866717884012302,fairytales
"Det gør ikke noget at være født i andegården, når man kun har ligget i et svaneæg!",6.0,0.27295389499218886,fairytales
